,place_id,place_name,reviewer_name,reviewer_rating,reviewer_review,reviewers_Id
832,ChIJmShpBlb_2DERR-GigW_9eFc,Pulau Pengalap,Darren Hafidh,5,"The island is uninhabited, the blue sea, the fresh coconut white sand",500
833,ChIJmShpBlb_2DERR-GigW_9eFc,Pulau Pengalap,KEMOCENG TAK BERBULU,5,Great sis,1110
834,ChIJmShpBlb_2DERR-GigW_9eFc,Pulau Pengalap,Asung Akinawa,5,Scavenger Island,301
835,ChIJVT80hVuN2TERlifJA3bX0NA,WANAWISATA BUKIT SENIMBA,Robb Anandoti,5,Great place for hiking,1726
836,ChIJVT80hVuN2TERlifJA3bX0NA,WANAWISATA BUKIT SENIMBA,Johan Wasis,5,Gasss poollll,1063
837,ChIJVT80hVuN2TERlifJA3bX0NA,WANAWISATA BUKIT SENIMBA,arninda siregar,4,"Pleasant
Only the sanitation facilities need to be added and repaired to make it more comfortable",2225
838,ChIJVT80hVuN2TERlifJA3bX0NA,WANAWISATA BUKIT SENIMBA,Subhan,5,"The air is cool, the scenery is beautiful. Now it's still in the development process.",1908
839,ChIJVT80hVuN2TERlifJA3bX0NA,WANAWISATA BUKIT SENIMBA,Marhaban Batam,4,"Locations for camping, outbound or other activities in nature which are quite close to the city.

The natural atmosphere still looks okay like forests and bushes. Without having to go to a place far from where you live.

There are various basic needs such as water etc.",1291
840,ChIJVdrfRxmI2TERVkWY7qLUg5Y,Batam Botanical Garden,Pachadella Yolanro,5,I went here with my husband to look around. This place was popular back in 2015. My husband said they used to have extrance fee. But now i can enter this with free. What i like abput this beside the scenery is the parking lot was wide enough for car or bike and i love the bin shape like a tree . There are also place to buy food and snack here. Bench to sit. The fresh air. But i havent find toilet or mushola in here. I ll update again once i found it.,1545
841,ChIJVdrfRxmI2TERVkWY7qLUg5Y,Batam Botanical Garden,Daisy Darmawati,3,"Nice place to see sunset from here. Not too high so you can see all of Batam’s ground, however you can enjoy a lovely evening here. There is a food stall too if you hungry or enjoy the view with drink. This place is under development I guess, looks quite new with some plant vegetation. Looking forward if the development of this place is going well.",488
842,ChIJVdrfRxmI2TERVkWY7qLUg5Y,Batam Botanical Garden,Dedhi Sujatmiko,2,There is nothing botanical about this garden. The only ready thing to see is the gate and the large letter box showing the site name. I do not see any activity to plant something here also or make the land more fertile to support the various plants if indeed they want to make this a botanical garden.,522
843,ChIJVdrfRxmI2TERVkWY7qLUg5Y,Batam Botanical Garden,Agus Soeriaatmadja,3,"Still in its embryo stage, with various small islands' plants just being planted. It will take several years until the trees get bigger.",120
844,ChIJVdrfRxmI2TERVkWY7qLUg5Y,Batam Botanical Garden,Amanat Turrohmah,4,"From outside ( the gate ) looks so gorgeous giant garden and I love the design . But inside still have more things to do with the plants .

There are many destinations around there in Nongsa to explore so mostly people just drop by and take pictures at the gate.",183
845,ChIJ88bKQhWk2TERdWNMUV2XONc,Pantai Jembatan 5,Novita Pawestri,4,Great!,1504
846,ChIJ88bKQhWk2TERdWNMUV2XONc,Pantai Jembatan 5,Adam.Z,5,"Good, still quiet. Access to get there at low tide via a seafood restaurant",68
847,ChIJ88bKQhWk2TERdWNMUV2XONc,Pantai Jembatan 5,Firman Subeki,5,"A beach that not many people know, with the beauty of the hills and the sun sets",769
848,ChIJ88bKQhWk2TERdWNMUV2XONc,Pantai Jembatan 5,desi wahyuni,5,The important thing is to give an opportunity to those who can't attend the Just for you ceremony. Repeat is to be a person who has hands and feet 👉👈,2258
849,ChIJ88bKQhWk2TERdWNMUV2XONc,Pantai Jembatan 5,REZECTH TV,5,"As a resort, it's okay if you're camping with your friends or girlfriends and family, highly recommended",1603
850,ChIJGUGlTguL2TERIWhpRyH5gGc,Rabbit Park,Lynny Wynny,1,"The environment of this place is bad.. Not well maintain..We dont even see any rabbit here, as my kids keep on asking me where is the rabbit.. In photo taken, it looks nice but the real situation is not as good as in the photo..",1243
851,ChIJGUGlTguL2TERIWhpRyH5gGc,Rabbit Park,Jasun Seeker,2,"Cool hawk. Other than that, a lot of deteriorating buildings and displays. Rabbits most likely have PTSD due to children mishandling them. My wife got all scratched up because the bunny didn't want held. Also, the place looks like the local economy. So if you are from Singapore, don't bother coming unless you come with low expectations.",1034
852,ChIJGUGlTguL2TERIWhpRyH5gGc,Rabbit Park,Abu Hazim,5,"As the name suggest, you will expect lots of rabbits. You will very much enjoy coming here if you bring along your kids. Watching your kids enjoying themselves with their adorable behaviour will put a smile on your face. The rabbits are cute too. They will actually come running to you expecting you to pat or carry them! Besides rabbits, they have chickens and geese too, just to name a few. And oh, they have an iguana in a cage too!",56
853,ChIJGUGlTguL2TERIWhpRyH5gGc,Rabbit Park,Yong Wie Kho,5,good place to spend with whole family especially with children as they love the rabbit very much,2148
854,ChIJGUGlTguL2TERIWhpRyH5gGc,Rabbit Park,Zakir Hossain,4,Good place to spend some times with whole family. Kids will enjoy the rabbits very much.,2176
855,ChIJUyzLfj6L2TER7EMfZPHKp1E,Taman Rusa Sekupang (Jogging Track),Esther Inochi,5,"You can say that this is an hidden gem in Batam! Because you should go to Sekupang first to reach this destination. You can run on jogging track, ride scooter (rent it first), and saw mesmerizing fountain here. I love this place because the trees can gave cool aura in the midst of the hot weather in Batam!",691
856,ChIJUyzLfj6L2TER7EMfZPHKp1E,Taman Rusa Sekupang (Jogging Track),Sten Md,5,"Great place for the family, especially kids.

A jogging track, a deer park, playgrounds galore and even places to take insta worthy shots.

There is an area that has the stonehenge feel, while there are also lots of areas to have photos with ur family. We would suggest to wear comfortable here, go for a jog and identify what to do together.

To bond as a family, u can feed deers, play the playgrounds, climb up to photo booth areas, or u can just have a picnic! The place has also a water area, not for swimming but to pedal the floats on. There are lots of things to done which we unfortunately did not have time for.

It rained while we were enjoying the walk around the track. Oh yes, the pricing.. we had only one of our guys going and the price was 18k rupiah. We just paid as small payments for a great experience supercedes the amount. By the way, it looks like there is a possibility that it will expand further.. woohooo..

In all, we will definitely recommend everyone to come over",1895
857,ChIJUyzLfj6L2TER7EMfZPHKp1E,Taman Rusa Sekupang (Jogging Track),Nurhabieb Adiputra,5,"Come here better before 7am when the park is still quiet. When 8am above the place will be much crowded.

You can feel and breath the air of natural forest while running in the morning. You can feed the deers, chickens, marmut, and pigeons there

Or you can just sitting relax at a bench in front of a pond and water fountains, reading your favorite books for several hours. Bit dont be too long stay here until mid day, becase the sun is getting hotter.

When you are getting hungry, dont be worry, cause a lot of hawkers around the playground selling fast food and ice creams. You can easily find benches to sit and relax enjoying your meals and drinks.",1514
858,ChIJUyzLfj6L2TER7EMfZPHKp1E,Taman Rusa Sekupang (Jogging Track),Ayi KW,4,There is many more to improve as the area wide enough. More notice board needs especially for the animals details for education. Fish pond need shading and pump to keep water quality. Entrance fees are different by week days and weekends/public holidays.,320
859,ChIJUyzLfj6L2TER7EMfZPHKp1E,Taman Rusa Sekupang (Jogging Track),Kiky Alfian Asyhari,5,"it's still under development, unfortunately it's only open until afternoon even though the sunset view is pretty good",1157
860,ChIJsXCywPWL2TERl0JcWz6arkg,Tiban Waterfall,Yudi Permana,4,more people come mean more trash,2157
861,ChIJsXCywPWL2TERl0JcWz6arkg,Tiban Waterfall,maksal mina,5,God,2352
862,ChIJsXCywPWL2TERl0JcWz6arkg,Tiban Waterfall,Dedi Sinaga,2,"Only the flow of water from Dam Sei Ladi. The location is right on the side of the road. The term waterfall also seems to be just people's claims. Very small. Unable to enjoy. But for those who are bored with the city atmosphere, you can walk here. See the green green.",523
863,ChIJsXCywPWL2TERl0JcWz6arkg,Tiban Waterfall,Setiawan Hadiswoyo,5,"The atmosphere is calm, the fresh air of the hills of Tiban Kampung is the antithesis of the atmosphere of the city of Batam. Three months without rain in the dry season makes the water dry around the waterfall location.",1831
864,ChIJsXCywPWL2TERl0JcWz6arkg,Tiban Waterfall,Suhaimi Belajar,5,Kitabina 9 Batam produces the next generation of the nation who has noble character and understands according to the Qur'an and sunnah,1914
865,ChIJs_noqSaR2TERjL9wcWI-Ajg,Piayu laut,S F Seiei,5,"Kelong seafood mak uteh. Cheap price, good taste, fast and nice service.",1768
866,ChIJs_noqSaR2TERjL9wcWI-Ajg,Piayu laut,Piter Aswandi Siahaan,4,Good,1568
867,ChIJs_noqSaR2TERjL9wcWI-Ajg,Piayu laut,TRI JOKO SUROSO,2,"It was nice spot really, but it is not well maintained.",1953
868,ChIJs_noqSaR2TERjL9wcWI-Ajg,Piayu laut,Oktalena Hatihalawa,5,Good,1534
869,ChIJs_noqSaR2TERjL9wcWI-Ajg,Piayu laut,Yulia Marza,5,Cozy place,2162
870,ChIJJ7QSGTGO2TER1Y4WZI-UStQ,Wisata Kuliner Bukit Kemuning,TRI JOKO SUROSO,3,"Cool n fresh air with nice view from the top hill of Kemuning. Enjoy the beautiful view  of the Duriangkang reservoir/ lake and its forest, greeny n silvery look while having local culinary foods and  drinks. Weekend is the  peak day. Don""t miss it out. It is getting more crowded nowadays. People come from out of Tanjung Piayu area seem like getting more interested to enjoy the paronama or the view of diri Angkang reservoir n the street cullinar.
Passerby shall slow down passing through this area.",1953
871,ChIJJ7QSGTGO2TER1Y4WZI-UStQ,Wisata Kuliner Bukit Kemuning,Anwar Rifai,4,Nice place to see sunrise,245
872,ChIJJ7QSGTGO2TER1Y4WZI-UStQ,Wisata Kuliner Bukit Kemuning,eri metria,3,"You can see good sunrise in the morning
Get some tradional cuisine..
I just don't like dusty environment.. The road has not completely fixed  since it's collapsed years ago",2273
873,ChIJJ7QSGTGO2TER1Y4WZI-UStQ,Wisata Kuliner Bukit Kemuning,Taufiq Tree Santoso,5,Enjoy every moment with your couple,1969
874,ChIJJ7QSGTGO2TER1Y4WZI-UStQ,Wisata Kuliner Bukit Kemuning,Angga Rezta,5,The view is breath taking and it's the perfect places to see stars at night,217
875,ChIJs5_kCE8p2jERq6kZF3rDH2c,Wisata ANR,tan boonseng,5,Peaceful and windy.,2447
876,ChIJs5_kCE8p2jERq6kZF3rDH2c,Wisata ANR,Muh Amran,5,Good place for family,1392
877,ChIJs5_kCE8p2jERq6kZF3rDH2c,Wisata ANR,Veteran Light 51_,5,"Very comfort and suitable for picnics, children playing on the beach. There are swings and hammocks on the beach. So you can relax and unwind from the hustle and bustle of Batam, hear the sea breeze, while hearing the sound of sea water. Really recommended anyway🏖️",2053
878,ChIJs5_kCE8p2jERq6kZF3rDH2c,Wisata ANR,Nasran Panggabean,5,Great and satisfying place,1447
879,ChIJs5_kCE8p2jERq6kZF3rDH2c,Wisata ANR,On Tohod Zeprut,5,"Cozy place...
Location of fish eye bay..
Free parking...
Free toilets..",1538
880,ChIJ_ylQdqmR2TERPzizsNJKiLw,Tanjung Penarik,eri metria,5,"Nice place, you will see another perspective/angle of Barelang bridge. View from the sea really excited and instagramable for sure.
Boat ticket is about 20-25k / person.
The boat trip will take about 15 -20 minnutes  you will have time to take photos at some spot around the bridge and Harris resort.
Dont worry .. life jackets is available for your safety ...enjoy!",2273
881,ChIJ_ylQdqmR2TERPzizsNJKiLw,Tanjung Penarik,archeoonasus,3,"Sunset was on the west which was to the right of the bridge, thus on a clear sky / cloudy day, cant expect a nice sunset view here. Otherwise there have many stalls selling corn and coconuts and other tid bits nearby. Not many seats provided, which was a dissapointment.",2219
882,ChIJ_ylQdqmR2TERPzizsNJKiLw,Tanjung Penarik,Enrico Nirwan Histanto,5,Iconic spot & iconic bridge in Batam... instragamable spot... lets take foto...,680
883,ChIJ_ylQdqmR2TERPzizsNJKiLw,Tanjung Penarik,Muammar Lab,5,Icon of Batam Island,1388
884,ChIJ_ylQdqmR2TERPzizsNJKiLw,Tanjung Penarik,Anjas Printing,5,ok,230
885,ChIJQyR551Kh2TERBJZfZWqUQwY,Botanical Garden Batam,Some Random Climber,1,Jan. 2018 this is a very new facility. It will take a few years before the plants fill in the space properly. There is a small knoll here where you are provided a good view of the surrounding island.,1876
886,ChIJQyR551Kh2TERBJZfZWqUQwY,Botanical Garden Batam,Nana Mayestetika,3,"The thing that awesome is the Batam Botanical's signboard. There's no fun activities inside it, maybe it can be improved next time.",1438
887,ChIJQyR551Kh2TERBJZfZWqUQwY,Botanical Garden Batam,titik romawati,4,There is place no botanical garden just beach near of pantai melayu,2455
888,ChIJQyR551Kh2TERBJZfZWqUQwY,Botanical Garden Batam,charles kang,3,"Good for walking and animals and birds watching. Beautiful statues of the stations of the cross. Good for meditation, a good memorial of the Boat Refugees from Vietnam.",2242
889,ChIJQyR551Kh2TERBJZfZWqUQwY,Botanical Garden Batam,Hasan Imam Mukut,5,"Sembulang is in Galang Island after  Barelang fourth bridge and left turn before bridge five. A natural view area that ends at the long Beach.
When I visited the place I reached one of the last corner where few homes and that was the last one alone.
To me,  Sembulang is a quiet place with rhythm of waves. Of course motor bike and car engine sounds also there sometimes.
Moreover, Sea side restaurants are there too. Also, government offices by the beach.
Plenty of coconut and mango trees in the village.  If you plan for a camp fire holiday with friends and family,  I hope it's worthy by beach.  Anyway,  for permission you may try to look for local people and authority there.",893
890,ChIJEzLDwcmH2TERauwkgN8sJqE,Arsadi beach,「 Steven Jonathan 」,5,Nice scenery and private beach.. So lovely to be at here.. Gonna catch next trip soon,2514
891,ChIJEzLDwcmH2TERauwkgN8sJqE,Arsadi beach,ibk computerizer batam,5,Recomended Place… bisa booking private,2305
892,ChIJEzLDwcmH2TERauwkgN8sJqE,Arsadi beach,Dita Putri Amalia,4,just love the way sunset match with the sea🫶🏻,597
893,ChIJEzLDwcmH2TERauwkgN8sJqE,Arsadi beach,Nandar Abdi Nantha,5,"Great place for having weekend with family, very clean, all facility complete, waters all the time available and very warmfull and very safe",1443
894,ChIJEzLDwcmH2TERauwkgN8sJqE,Arsadi beach,Tasya kesuma,5,The most beautiful beach in nongsa,1964
895,ChIJn92ftYWR2TERvkqATKN9k9g,Negri Di Atas Angin,Fitri Andini Sihombing,5,You can enjoying camp there and get a good spot to take picture. Save and polite people there,772
896,ChIJn92ftYWR2TERvkqATKN9k9g,Negri Di Atas Angin,MTVBikeshop Ihsaan,5,"Nice place for outbound, camping and XC cycling place, experience yourself",1259
897,ChIJn92ftYWR2TERvkqATKN9k9g,Negri Di Atas Angin,Hendrayana Mr.,5,Nice people..awesome view..nice food..,903
898,ChIJn92ftYWR2TERvkqATKN9k9g,Negri Di Atas Angin,junaidi amanah,5,Ok,2331
899,ChIJn92ftYWR2TERvkqATKN9k9g,Negri Di Atas Angin,Novan Negara,2,High place only,1495
900,ChIJFQP2qRmJ2TERcC3Hjir2oAA,Ocarina Batam,Pachadella Yolanro,5,"This place have toilet, mosque,  i m just sayin this place have interesting stuff like ferish wheel and others.i stayed on nearest hotel which is harmoni one. And  I went here for ma birthday. Hoping  to ride one of those. But its close during weekday . Too bad 🥲. Its monday btw. But at least is not to crowded for sightseeing. The beach beautiful. The wind. The wave is smashing the sore. But i found it peacefully. They have a lot of gazebo avaliable. There s also food stall  wit still reasonable price. About 20k. The entry ticket cost 25k / person. And most of the ride 15k.",1545
901,ChIJFQP2qRmJ2TERcC3Hjir2oAA,Ocarina Batam,Dee,4,"Good place for young child to enjoy the outdoor games.
Nice view.",525
902,ChIJFQP2qRmJ2TERcC3Hjir2oAA,Ocarina Batam,Ft Hg,5,Kuyy,792
903,ChIJFQP2qRmJ2TERcC3Hjir2oAA,Ocarina Batam,Sigit Jaya Saputra,4,"Terlepas dari banyak area yang perlu diperbaiki, tempat wisata ini sangat nyaman untuk dikunjungi. Bisa dijadikan salah satu pilihan tempat untuk menghabiskan waktu bersama keluarga atau teman. Cocok juga untuk tempat jogging di pagi atau sore hari.",1847
904,ChIJFQP2qRmJ2TERcC3Hjir2oAA,Ocarina Batam,Dewi Ramadhani,4,"There are already several game rides available than before. It also provides rental for bicycles, rickshaws, and others. Usually every weekend there is also a bubble bath, which is only held in the afternoon.",553
905,ChIJ6TwEqjyJ2TERo9G2D6RuPE0,WTB,D I,5,Mantsp,481
906,ChIJ6TwEqjyJ2TERo9G2D6RuPE0,WTB,widy pras,5,Good place,2476
907,ChIJ6TwEqjyJ2TERo9G2D6RuPE0,WTB,SPRING CENTRE Office,5,Egg rolls. tofu gejrot. squeezed oranges,1778
908,ChIJ6TwEqjyJ2TERo9G2D6RuPE0,WTB,Agus Anjas80,4,,117
909,ChIJ6TwEqjyJ2TERo9G2D6RuPE0,WTB,adril syah,4,Visiting wtb is prohibited from taking online taxis,2193
910,ChIJN4N67a-L2TERAjHeJdlitAs,Vihara Samudra Dharma,Ritchie Kiong,4,"The place main reason is to pray, but it's also can be a tourism place, but so far there's not much to take, but you can take some photos with, like the 12 Chinese Zodiac statues, some gods statue.",1710
911,ChIJN4N67a-L2TERAjHeJdlitAs,Vihara Samudra Dharma,Fengming Huang,5,水口伯公庙 is huge and nice. Many Singaporean visit it for praying for good luck and fortune.  It is located at the other end of Batam so take time to travel to the location.,756
912,ChIJN4N67a-L2TERAjHeJdlitAs,Vihara Samudra Dharma,Yogi Kwok,5,"Chinese Temple you must visit , Really quiet because quite far from city.",2139
913,ChIJN4N67a-L2TERAjHeJdlitAs,Vihara Samudra Dharma,Mamba Gaming,5,"Nice place for pray
U can visit this place
Its open every day",1274
914,ChIJN4N67a-L2TERAjHeJdlitAs,Vihara Samudra Dharma,Yong Wie Kho,5,love the surrounding view & windy,2148
915,ChIJ54FJt3mO2TER6ZtKTwawl9g,Lake Daeng Batam,rony wibowo,5,"This reservoir is restricted area, managed by BP Batam. No fishing are allowed, but many peoples trespassing for fishing, please dont follow them.",2411
916,ChIJ54FJt3mO2TER6ZtKTwawl9g,Lake Daeng Batam,Rakhmat Satrio Wibowo,3,"No facility for public, we trespass to enter the lake",1630
917,ChIJ54FJt3mO2TER6ZtKTwawl9g,Lake Daeng Batam,Danang Susilobudi,3,Good spot for fishing,490
918,ChIJ54FJt3mO2TER6ZtKTwawl9g,Lake Daeng Batam,rbridz,1,Restricted area. Water catchment.,2398
919,ChIJ54FJt3mO2TER6ZtKTwawl9g,Lake Daeng Batam,Lampita Pakpahan,3,Ok,1193
920,ChIJYaJ20FDtaS4RDNry7LknMQc,Taman Mini Indonesia Indah,safira,4,"a lot has changed since the last decade i visited this place, quite nostalgic i would say. most of the area were kept well while the others...*sigh*. definitely do try the gondola and don't forget to rent a bike here!! it was 30K i believe? it was an enjoyable experience to ride around the park in the evening!",2418
921,ChIJYaJ20FDtaS4RDNry7LknMQc,Taman Mini Indonesia Indah,yuyun drwiega,3,"A good place to explore Indonesia, with a good go-green policy that reduces the emission from visitors' vehicles, and lots of pavilions to explore Indonesian culture. However, the shuttle bus arrangement still needs to be improved to cater for visitors who came with public transport to TMII. This is a good place to educate children but child-friendly toilets need to be increased and rest area between the bus stops need to be provided.",2506
922,ChIJYaJ20FDtaS4RDNry7LknMQc,Taman Mini Indonesia Indah,Tommy Elisa,4,Nice to see culture and history but lacking in maintenance and upkeep of the place. Food choices were skimp and so many stray cats. One of the buildings were closed and we had to ask them to open it for us. Recommend to do it on a cloudy day because it gets very hot,2003
923,ChIJYaJ20FDtaS4RDNry7LknMQc,Taman Mini Indonesia Indah,Fianiza Kartawiharja,5,recently reopened. beautiful place. always busy from morning to evening but not too crowded. add more lighting inside the science and technology museum will be better. 50k/person for the cable car.,760
924,ChIJYaJ20FDtaS4RDNry7LknMQc,Taman Mini Indonesia Indah,Mico Yohanes,5,"Healthy protocol ⭐⭐⭐⭐⭐ (went to Taman Legenda and all staffs very care with hygiene)
Parking Space ⭐⭐⭐⭐⭐
Staff service ⭐⭐⭐⭐⭐ (very helpful and kind)
Information board ⭐⭐⭐⭐⭐ (very informative and clear)
Crowd ⭐⭐⭐⭐⭐ (even on weekend its not too crowded)
Entrance price ⭐⭐⭐⭐⭐ (via website booking and buy Rp.70.000 /person above 2yo)
Food and Drinks Quality ⭐⭐⭐ (for 30-45.000 food cost and 5-10.000 for drinks its not my favorite place to spent every weekend with family though😆, but you also wouldn't be allowed to bring food/drinks from outside the area)",1354
925,ChIJ7RcAlCrsaS4RM4GToNQSzt8,Wisata Kota Tua Jakarta,Flaming Fire,4,"Nice place to spend saturday night.. and also good for your health to walking around in wide area. Lots of performance here and also food seller.. just worry about the toilet availability if you drink and eat too much.. Not enough toilet for visitors. Also not safe for girls to walk alone, there's men who catcalling..",773
926,ChIJ7RcAlCrsaS4RM4GToNQSzt8,Wisata Kota Tua Jakarta,Paul B,5,If you are in Jakarta this is one of the nicest areas to check out.  It's quite interesting and there is plenty happening. A good photo area and nice old buildings and a big square.,1553
927,ChIJ7RcAlCrsaS4RM4GToNQSzt8,Wisata Kota Tua Jakarta,Felix Hipir,4,"Historical facts and moments recorded quite well here and old buildings wraped in the outmost of the area. In the night time you may see and meet crowd spread coverred almost the surroumdings walking and sitting enjoy the food and drinks gotten from the area's sellers. In the day working times you'll get many historical information compacted with all the facts therein, while if you are with no body knows the history of the area then it is only a killing time of all your daily activities as well.",751
928,ChIJ7RcAlCrsaS4RM4GToNQSzt8,Wisata Kota Tua Jakarta,ci s,4,Good vibes for the weekend. Some shows on the road sides and live music.,2244
929,ChIJ7RcAlCrsaS4RM4GToNQSzt8,Wisata Kota Tua Jakarta,Marteen,3,"Old town open area in reality meaning but has been rebuild for local tourism. Uniquely as typical of Java costal city which has front harbour for local & international trading purpose in the past.
Niceee 😍",1302
930,ChIJfXt_sf3taS4Rmga1Wj8q3fk,Ragunan Zoo,Julian Talumepa,5,"There are numerous creatures here. Mammals, Birds, Reptiles, Etc. Especially creatures that you've never seen before with unique appearances, color, shape, etc.
A must-visit place if you love traveling and animals.

Cleanliness ⭐⭐⭐⭐ (everywhere I went was clean and tidy except the Casuari's area. Please pay attention to that area and the access 'cause it looks like an abandoned place)

Directions/Map ⭐⭐⭐ Please please please update the directions and map. There are some animals that are no longer there but the map and directions suggested they are.

Services ⭐⭐⭐⭐⭐ Thank you to the employees that gave me directions and recommendations. Thank you for your hard work. Keep it Up!

Overall, it was one of the best places to visit in Jakarta.",1092
931,ChIJfXt_sf3taS4Rmga1Wj8q3fk,Ragunan Zoo,Windy Kho,5,"If you are living around South Jakarta, may Ragunan zoo could be considered for your morning jogging on the weekend. Actually it was calm and refresh to run around here.
But I suggest to come and entrance about 6.30 to 7 am. Because at 9 am it was start being crowded.
Enjoy!",2103
932,ChIJfXt_sf3taS4Rmga1Wj8q3fk,Ragunan Zoo,ali karbasi,5,"very beautiful garden and Zoo
I saw many animals in a somehow natural environment
birds,   Bear, giraffe , Peacock ,Rooster , Lion and ...
but the problem is that this is a very big zoo and you need to walk a lot. on the other hand there are not enough and available facilities in this Zoo.
in compare to the Singapore zoo and Safari, it is in a lower level.
but totally I suggest visiting this Zoo if you have a trip to Jakarta",2204
933,ChIJfXt_sf3taS4Rmga1Wj8q3fk,Ragunan Zoo,Josephine Nur,4,"A huge area, habitat of many kinds of animals with hundreds of ancient trees. Perfect place for picnics, gatherings, and sightseeing. The animals are well attended. Trains are available inside the park, with submission though. Foodstalls and restaurants are available. Be careful when it’s raining, the land becomes slippery and sticky. In early mornings there’re joggers do exercise inside the park.",1079
934,ChIJfXt_sf3taS4Rmga1Wj8q3fk,Ragunan Zoo,Serlita Vidinia,5,such a great place to go with your family or your loved one! i recommend you to borrow their bikes cause it will be very tiring if you go around by walking. make sure to register one the day before your visit,1829
935,ChIJ-S4F5Bb0aS4RgVq6v81ZM4s,Suropati Park,Reza,5,"I think, this park is the most enjoyable park in Jakarta. It provides many facilities like reflexology stepping stones, book corner, and beautiful artsy statue. The garden is also clean and well maintained.",1666
936,ChIJ-S4F5Bb0aS4RgVq6v81ZM4s,Suropati Park,I Gusti Ayu Azarine Kyla Arinta,5,"One of Jakarta's best public parks, because it's so refreshing to find natural surroundings in the heart of the city. And, rather than focusing on building malls that are inaccessible to all, Jakarta desperately needs more parks like this. The park is now surrounded by a divider, giving the impression that it is closed, but all you need to do to get in is go to the entrance side and scan PeduliLindungi or show your vaccinations certificate.",932
937,ChIJ-S4F5Bb0aS4RgVq6v81ZM4s,Suropati Park,Nanda Putra Yunanto,5,"This park is one of the most popular park in Central Jakarta. It provides many facilities like prayer room, bookhive (a corner for you to borrow and read books), reflexology stepping stones, some gazebos, etc. There’s also several toy seller for you who bring kids and you can easily see some pigeons here.

For motorbike, the parking lot is located around the park’s sidewalk but if you drive by car, you can park around accross the street.",1442
938,ChIJ-S4F5Bb0aS4RgVq6v81ZM4s,Suropati Park,Azkabellajati Syefera,5,"the ambience is really nice, clean, there are police office and musholla, some small food vendors are also available, bycycle stand is also available. worth to visit during weekend with families and friends, you can also find jakarta bookhive station here to borrow some books to read, some musicians sometimes practice here every weekend",328
939,ChIJ-S4F5Bb0aS4RgVq6v81ZM4s,Suropati Park,Listiya Manggiasih,5,"Yesterday was my first time visit Suropati Park for morning walk. The track is good and clean, although many people passing by but still smooth. Many street vendors sell the foods, drinks, snacks and bubbles to play. There are also several securities so people don't have to worry about the safety. The area is very cozy, not only for walking also for picnic and gathering.",1223
940,ChIJcdfvd3T0aS4RWFPBwpxqIIU,Taman Impian Jaya Ancol,Fajar Latif,5,"The place is nice and clean though the ticket is kind of pricy.

So I entered SeaWorld and charged me 75.000 during weekdays but maybe increased during weekend.

And when I entered Ancol, they charged me 25.000 per each. It's recommended to go with family or partners",714
941,ChIJcdfvd3T0aS4RWFPBwpxqIIU,Taman Impian Jaya Ancol,Nano Buana,5,The right place to have fun with your families or friends....a complete ammusament are there to make you enjoy the place as well as relaxing area....,1444
942,ChIJcdfvd3T0aS4RWFPBwpxqIIU,Taman Impian Jaya Ancol,Ghozy Naim,5,"great recreation center in Jakarta, the entrance fee is 25k/person. I have visited the Gelanggang Samudra and Dunia Fantasi here. It was amazing. I bought the Dufan Annual Pass for about 275k for a year.",819
943,ChIJcdfvd3T0aS4RWFPBwpxqIIU,Taman Impian Jaya Ancol,Rhany Jung,4,Perfect as ever. Best and biggest recreation centre so far around Jakarta.,1670
944,ChIJcdfvd3T0aS4RWFPBwpxqIIU,Taman Impian Jaya Ancol,kaween chanaka,5,"Truly amazing place . Lot of fun activities to do , had a great day",2336
945,ChIJnToeJBoeai4RGjp1dqwxz54,Allianz Eco Park,syakira,3,"Nice park, you can enjoy fresh air in the morning and there are also food stall inside that sell various food. Rented a bike here, very fun. But sadly the woman bathroom is smell awful and dirty",2443
946,ChIJnToeJBoeai4RGjp1dqwxz54,Allianz Eco Park,Jenny Huang,4,"Its a nice place for jogging, cycling or walking around. Many plants and trees around. Fresh air. We went there early morning and pretty crowded. Not far from the gate , there are also some stands selling indonesian traditional food. Overall is a nice experience.",1042
947,ChIJnToeJBoeai4RGjp1dqwxz54,Allianz Eco Park,Felix S,5,"Love it, very ""green"". Great place for walking, running, and the kids will surely love it too. They can run and learn something new too. There is Taman Fitness for people to exercise like in a gym. Oh..and you have to pay Rp 35,000 to bring your bicycle inside.",752
948,ChIJnToeJBoeai4RGjp1dqwxz54,Allianz Eco Park,Adam Chowdhury,4,"Nice tracks for walking, jogging, and biking. The air is clean and fresh. The sounds of animals in the mini zoo and the chirps of various kind of birds sound calming. It's just the toilets need some renovation. Over all a cozy and comfortable park at a hot and dusty North Jakarta.

It has some cabins now inside the park, from the smallest one to the big one it has shower rooms. The marketing staff can give us more info about the cabins.",65
949,ChIJnToeJBoeai4RGjp1dqwxz54,Allianz Eco Park,Veriyanta Kusuma,5,It's a great jogging track and also good picnic venue.,2052
950,ChIJVwxCgBoeai4R4zIiPSWTWyc,Dunia Fantasi,Martin Kurniawan Soffian,5,"Nice place for family vacation, expect crowd during holiday. They sell fast track ticket. You cannot carry water bottles. Buy ticket in advance to save time. During lunch there are long line in famous chain food restaurants. Must try 👍",1305
